Level,latBlock,lngBlock,month,day,hour,quarter,count
0,2,18,4,25,13,0,1
0,2,18,4,25,13,1,31
0,2,18,4,25,13,2,117
0,2,18,4,25,13,3,28
0,2,18,4,26,11,0,2
0,2,18,4,26,11,1,66
0,2,18,4,26,11,2,19
0,2,18,4,26,11,3,106
0,2,18,4,26,12,0,80
0,2,18,4,26,12,1,31
0,2,18,4,26,13,0,5
0,2,18,4,26,13,1,5
0,2,18,4,26,13,2,48
0,2,18,4,26,13,3,18
0,2,18,4,27,11,0,166
0,2,18,4,27,11,1,68
0,2,18,4,27,11,2,68
0,2,18,4,27,11,3,23
0,2,18,4,27,12,0,70
0,2,18,4,27,12,1,71
0,2,18,4,27,12,2,30
0,2,18,4,27,12,3,38
0,2,18,4,27,13,0,28
0,2,18,4,27,13,1,104
0,2,18,4,27,13,2,232
0,2,18,4,27,13,3,46
0,2,19,4,25,11,0,12
0,2,19,4,25,11,1,2
0,2,19,4,25,11,2,1
0,2,19,4,25,12,0,1
0,2,19,4,25,12,1,8
0,2,19,4,25,12,2,20
0,2,19,4,25,12,3,29
0,2,19,4,25,13,0,1
0,2,19,4,25,13,1,9
0,2,19,4,25,13,2,7
0,2,19,4,25,13,3,4
0,2,19,4,26,11,1,5
0,2,19,4,26,11,2,3
0,2,19,4,26,11,3,1
0,2,19,4,26,12,0,24
0,2,19,4,26,12,1,22
0,2,19,4,26,12,2,2
0,2,19,4,26,13,0,2
0,2,19,4,26,13,1,6
0,2,19,4,26,13,2,36
0,2,19,4,26,13,3,7
0,2,19,4,27,11,0,40
0,2,19,4,27,11,1,8
0,2,19,4,27,11,2,5
0,2,19,4,27,11,3,2
0,2,19,4,27,12,0,15
0,2,19,4,27,12,1,7
0,2,19,4,27,12,2,10
0,2,19,4,27,12,3,2
0,2,19,4,27,13,0,16
0,2,19,4,27,13,1,15
0,2,19,4,27,13,2,67
0,2,19,4,27,13,3,11
0,3,15,4,27,12,0,14
0,3,16,4,26,13,2,5
0,3,16,4,27,11,0,3
0,3,16,4,27,11,2,4
0,3,16,4,27,13,3,2
0,3,17,4,25,11,0,25
0,3,17,4,25,11,1,26
0,3,17,4,25,11,2,67
0,3,17,4,25,11,3,31
0,3,17,4,25,12,0,53
0,3,17,4,25,12,1,18
0,3,17,4,25,12,2,46
0,3,17,4,25,12,3,24
0,3,17,4,25,13,0,11
0,3,17,4,25,13,1,2
0,3,17,4,25,13,2,5
0,3,17,4,25,13,3,41
0,3,17,4,26,11,0,9
0,3,17,4,26,11,1,8
0,3,17,4,26,11,2,10
0,3,17,4,26,11,3,3
0,3,17,4,26,12,0,8
0,3,17,4,26,12,1,36
0,3,17,4,26,12,2,64
0,3,17,4,26,12,3,38
0,3,17,4,26,13,0,16
0,3,17,4,26,13,1,32
0,3,17,4,26,13,2,40
0,3,17,4,26,13,3,4
0,3,17,4,27,11,0,42
0,3,17,4,27,11,1,16
0,3,17,4,27,11,2,14
0,3,17,4,27,11,3,5
0,3,17,4,27,12,0,23
0,3,17,4,27,12,1,22
0,3,17,4,27,12,2,19
0,3,17,4,27,12,3,22
0,3,17,4,27,13,0,38
0,3,17,4,27,13,1,56
0,3,17,4,27,13,2,46
0,3,17,4,27,13,3,21
0,3,18,4,25,11,0,30
0,3,18,4,25,11,1,30
0,3,18,4,25,11,2,3
0,3,18,4,25,12,0,5
0,3,18,4,25,12,1,46
0,3,18,4,25,12,2,46
0,3,18,4,25,12,3,34
0,3,18,4,25,13,0,17
0,3,18,4,25,13,1,100
0,3,18,4,25,13,2,88
0,3,18,4,25,13,3,70
0,3,18,4,26,11,0,13
0,3,18,4,26,11,1,51
0,3,18,4,26,11,2,50
0,3,18,4,26,11,3,82
0,3,18,4,26,12,0,27
0,3,18,4,26,12,1,63
0,3,18,4,26,12,2,1
0,3,18,4,26,12,3,2
0,3,18,4,26,13,0,1
0,3,18,4,26,13,1,6
0,3,18,4,26,13,2,71
0,3,18,4,26,13,3,7
0,3,18,4,27,11,0,141
0,3,18,4,27,11,1,58
0,3,18,4,27,11,2,52
0,3,18,4,27,11,3,48
0,3,18,4,27,12,0,98
0,3,18,4,27,12,1,62
0,3,18,4,27,12,2,71
0,3,18,4,27,12,3,77
0,3,18,4,27,13,0,17
0,3,18,4,27,13,1,84
0,3,18,4,27,13,2,283
0,3,18,4,27,13,3,103
0,3,19,4,25,11,0,21
0,3,19,4,25,11,1,2
0,3,19,4,25,11,3,2
0,3,19,4,25,12,1,9
0,3,19,4,25,12,2,4
0,3,19,4,25,12,3,21
0,3,19,4,25,13,0,7
0,3,19,4,25,13,1,10
0,3,19,4,25,13,2,7
0,3,19,4,25,13,3,4
0,3,19,4,26,11,1,10
0,3,19,4,26,11,2,14
0,3,19,4,26,11,3,17
0,3,19,4,26,12,0,32
0,3,19,4,26,12,1,21
0,3,19,4,26,13,0,1
0,3,19,4,26,13,1,7
0,3,19,4,26,13,2,59
0,3,19,4,26,13,3,2
0,3,19,4,27,11,0,28
0,3,19,4,27,11,1,31
0,3,19,4,27,11,2,4
0,3,19,4,27,11,3,4
0,3,19,4,27,12,0,21
0,3,19,4,27,12,1,20
0,3,19,4,27,12,2,46
0,3,19,4,27,12,3,35
0,3,19,4,27,13,0,11
0,3,19,4,27,13,1,40
0,3,19,4,27,13,2,91
0,3,19,4,27,13,3,5
0,3,20,4,25,13,3,1
0,3,20,4,27,13,2,1
0,4,15,4,26,13,2,3
0,4,15,4,27,11,0,1
0,4,16,4,25,12,3,3
0,4,16,4,25,13,1,1
0,4,16,4,26,11,2,4
0,4,16,4,27,11,0,5
0,4,16,4,27,11,2,8
0,4,16,4,27,13,0,2
0,4,16,4,27,13,3,1
0,4,17,4,25,11,0,20
0,4,17,4,25,11,1,42
0,4,17,4,25,11,2,10
0,4,17,4,25,11,3,30
0,4,17,4,25,12,0,8
0,4,17,4,25,12,1,32
0,4,17,4,25,12,2,48
0,4,17,4,25,12,3,28
0,4,17,4,25,13,0,12
0,4,17,4,25,13,1,60
0,4,17,4,25,13,2,33
0,4,17,4,25,13,3,56
0,4,17,4,26,11,0,39
0,4,17,4,26,11,1,23
0,4,17,4,26,11,2,16
0,4,17,4,26,11,3,36
0,4,17,4,26,12,0,48
0,4,17,4,26,12,1,42
0,4,17,4,26,12,2,28
0,4,17,4,26,12,3,28
0,4,17,4,26,13,0,48
0,4,17,4,26,13,1,44
0,4,17,4,26,13,2,88
0,4,17,4,26,13,3,54
0,4,17,4,27,11,0,66
0,4,17,4,27,11,1,81
0,4,17,4,27,11,2,42
0,4,17,4,27,11,3,48
0,4,17,4,27,12,0,69
0,4,17,4,27,12,1,103
0,4,17,4,27,12,2,99
0,4,17,4,27,12,3,62
0,4,17,4,27,13,0,77
0,4,17,4,27,13,1,96
0,4,17,4,27,13,2,184
0,4,17,4,27,13,3,59
0,4,18,4,25,11,0,57
0,4,18,4,25,11,1,50
0,4,18,4,25,11,2,1
0,4,18,4,25,11,3,31
0,4,18,4,25,12,0,13
0,4,18,4,25,12,1,12
0,4,18,4,25,12,2,43
0,4,18,4,25,12,3,34
0,4,18,4,25,13,0,56
0,4,18,4,25,13,1,87
0,4,18,4,25,13,2,154
0,4,18,4,25,13,3,58
0,4,18,4,26,11,0,2
0,4,18,4,26,11,1,66
0,4,18,4,26,11,2,29
0,4,18,4,26,11,3,82
0,4,18,4,26,12,0,73
0,4,18,4,26,12,1,69
0,4,18,4,26,12,2,1
0,4,18,4,26,12,3,3
0,4,18,4,26,13,0,5
0,4,18,4,26,13,1,10
0,4,18,4,26,13,2,93
0,4,18,4,26,13,3,25
0,4,18,4,27,11,0,151
0,4,18,4,27,11,1,125
0,4,18,4,27,11,2,14
0,4,18,4,27,11,3,31
0,4,18,4,27,12,0,96
0,4,18,4,27,12,1,84
0,4,18,4,27,12,2,45
0,4,18,4,27,12,3,67
0,4,18,4,27,13,0,47
0,4,18,4,27,13,1,136
0,4,18,4,27,13,2,242
0,4,18,4,27,13,3,119
0,4,19,4,25,11,0,33
0,4,19,4,25,11,1,5
0,4,19,4,25,11,2,2
0,4,19,4,25,11,3,2
0,4,19,4,25,12,0,2
0,4,19,4,25,12,1,6
0,4,19,4,25,12,2,30
0,4,19,4,25,12,3,34
0,4,19,4,25,13,1,27
0,4,19,4,25,13,2,26
0,4,19,4,25,13,3,27
0,4,19,4,26,11,0,14
0,4,19,4,26,11,1,21
0,4,19,4,26,11,2,17
0,4,19,4,26,11,3,21
0,4,19,4,26,12,0,52
0,4,19,4,26,12,1,23
0,4,19,4,26,12,2,3
0,4,19,4,26,13,0,4
0,4,19,4,26,13,1,12
0,4,19,4,26,13,2,39
0,4,19,4,26,13,3,18
0,4,19,4,27,11,0,82
0,4,19,4,27,11,1,2
0,4,19,4,27,11,2,19
0,4,19,4,27,11,3,10
0,4,19,4,27,12,0,36
0,4,19,4,27,12,1,31
0,4,19,4,27,12,2,32
0,4,19,4,27,12,3,37
0,4,19,4,27,13,0,44
0,4,19,4,27,13,1,40
0,4,19,4,27,13,2,90
0,4,19,4,27,13,3,47
0,5,14,4,27,11,0,1
0,5,14,4,27,12,0,1
0,5,15,4,26,13,2,4
0,5,15,4,27,11,0,2
0,5,15,4,27,12,0,1
0,5,16,4,25,11,0,13
0,5,16,4,25,11,1,9
0,5,16,4,25,11,2,9
0,5,16,4,25,11,3,5
0,5,16,4,25,12,0,32
0,5,16,4,25,12,1,8
0,5,16,4,25,12,2,4
0,5,16,4,25,12,3,4
0,5,16,4,25,13,0,10
0,5,16,4,25,13,1,47
0,5,16,4,25,13,2,59
0,5,16,4,25,13,3,19
0,5,16,4,26,11,0,34
0,5,16,4,26,11,1,31
0,5,16,4,26,11,2,8
0,5,16,4,26,11,3,14
0,5,16,4,26,12,0,8
0,5,16,4,26,12,1,21
0,5,16,4,26,12,2,9
0,5,16,4,26,12,3,7
0,5,16,4,26,13,0,39
0,5,16,4,26,13,1,17
0,5,16,4,26,13,2,66
0,5,16,4,26,13,3,42
0,5,16,4,27,11,0,25
0,5,16,4,27,11,1,15
0,5,16,4,27,11,2,31
0,5,16,4,27,11,3,24
0,5,16,4,27,12,0,37
0,5,16,4,27,12,1,31
0,5,16,4,27,12,2,33
0,5,16,4,27,12,3,21
0,5,16,4,27,13,0,43
0,5,16,4,27,13,1,31
0,5,16,4,27,13,2,29
0,5,16,4,27,13,3,56
0,5,17,4,25,11,0,74
0,5,17,4,25,11,1,89
0,5,17,4,25,11,2,93
0,5,17,4,25,11,3,83
0,5,17,4,25,12,0,77
0,5,17,4,25,12,1,88
0,5,17,4,25,12,2,84
0,5,17,4,25,12,3,76
0,5,17,4,25,13,0,64
0,5,17,4,25,13,1,61
0,5,17,4,25,13,2,113
0,5,17,4,25,13,3,60
0,5,17,4,26,11,0,67
0,5,17,4,26,11,1,157
0,5,17,4,26,11,2,138
0,5,17,4,26,11,3,112
0,5,17,4,26,12,0,96
0,5,17,4,26,12,1,214
0,5,17,4,26,12,2,66
0,5,17,4,26,12,3,83
0,5,17,4,26,13,0,27
0,5,17,4,26,13,1,79
0,5,17,4,26,13,2,89
0,5,17,4,26,13,3,61
0,5,17,4,27,11,0,157
0,5,17,4,27,11,1,128
0,5,17,4,27,11,2,90
0,5,17,4,27,11,3,132
0,5,17,4,27,12,0,139
0,5,17,4,27,12,1,108
0,5,17,4,27,12,2,78
0,5,17,4,27,12,3,167
0,5,17,4,27,13,0,96
0,5,17,4,27,13,1,178
0,5,17,4,27,13,2,177
0,5,17,4,27,13,3,89
0,5,18,4,25,11,0,73
0,5,18,4,25,11,1,69
0,5,18,4,25,11,2,1
0,5,18,4,25,11,3,19
0,5,18,4,25,12,0,43
0,5,18,4,25,12,1,53
0,5,18,4,25,12,2,46
0,5,18,4,25,12,3,44
0,5,18,4,25,13,0,39
0,5,18,4,25,13,1,47
0,5,18,4,25,13,2,97
0,5,18,4,25,13,3,60
0,5,18,4,26,11,0,29
0,5,18,4,26,11,1,67
0,5,18,4,26,11,2,73
0,5,18,4,26,11,3,91
0,5,18,4,26,12,0,112
0,5,18,4,26,12,1,50
0,5,18,4,26,12,2,3
0,5,18,4,26,12,3,1
0,5,18,4,26,13,0,14
0,5,18,4,26,13,1,56
0,5,18,4,26,13,2,101
0,5,18,4,26,13,3,17
0,5,18,4,27,11,0,99
0,5,18,4,27,11,1,49
0,5,18,4,27,11,2,56
0,5,18,4,27,11,3,23
0,5,18,4,27,12,0,77
0,5,18,4,27,12,1,17
0,5,18,4,27,12,2,47
0,5,18,4,27,12,3,113
0,5,18,4,27,13,0,38
0,5,18,4,27,13,1,106
0,5,18,4,27,13,2,129
0,5,18,4,27,13,3,93
0,5,19,4,25,11,0,35
0,5,19,4,25,11,1,7
0,5,19,4,25,11,3,5
0,5,19,4,25,12,0,1
0,5,19,4,25,12,1,9
0,5,19,4,25,12,2,16
0,5,19,4,25,12,3,41
0,5,19,4,25,13,0,6
0,5,19,4,25,13,1,65
0,5,19,4,25,13,2,54
0,5,19,4,25,13,3,8
0,5,19,4,26,11,0,15
0,5,19,4,26,11,1,30
0,5,19,4,26,11,2,19
0,5,19,4,26,11,3,67
0,5,19,4,26,12,0,85
0,5,19,4,26,12,1,33
0,5,19,4,26,12,2,1
0,5,19,4,26,13,0,2
0,5,19,4,26,13,1,26
0,5,19,4,26,13,2,35
0,5,19,4,26,13,3,4
0,5,19,4,27,11,0,123
0,5,19,4,27,11,1,78
0,5,19,4,27,11,2,25
0,5,19,4,27,11,3,6
0,5,19,4,27,12,0,45
0,5,19,4,27,12,1,69
0,5,19,4,27,12,2,56
0,5,19,4,27,12,3,50
0,5,19,4,27,13,0,26
0,5,19,4,27,13,1,60
0,5,19,4,27,13,2,214
0,5,19,4,27,13,3,70
0,5,20,4,27,12,0,1
0,5,21,4,25,11,3,3
0,6,14,4,26,11,1,4
0,6,14,4,26,11,2,1
0,6,14,4,27,11,0,3
0,6,14,4,27,11,2,2
0,6,14,4,27,11,3,1
0,6,14,4,27,13,2,1
0,6,15,4,25,12,2,1
0,6,15,4,26,13,0,1
0,6,15,4,26,13,2,1
0,6,15,4,27,11,0,5
0,6,15,4,27,11,2,16
0,6,15,4,27,12,2,1
0,6,16,4,25,11,0,7
0,6,16,4,25,11,1,3
0,6,16,4,25,11,2,2
0,6,16,4,25,11,3,1
0,6,16,4,25,12,0,2
0,6,16,4,25,12,1,6
0,6,16,4,25,12,2,24
0,6,16,4,25,12,3,17
0,6,16,4,25,13,0,3
0,6,16,4,25,13,1,16
0,6,16,4,25,13,2,23
0,6,16,4,25,13,3,36
0,6,16,4,26,11,0,23
0,6,16,4,26,11,1,20
0,6,16,4,26,11,2,13
0,6,16,4,26,11,3,8
0,6,16,4,26,12,0,22
0,6,16,4,26,12,1,21
0,6,16,4,26,13,0,15
0,6,16,4,26,13,1,20
0,6,16,4,26,13,2,29
0,6,16,4,26,13,3,19
0,6,16,4,27,11,0,46
0,6,16,4,27,11,1,4
0,6,16,4,27,11,2,19
0,6,16,4,27,11,3,17
0,6,16,4,27,12,0,40
0,6,16,4,27,12,1,56
0,6,16,4,27,12,2,10
0,6,16,4,27,12,3,4
0,6,16,4,27,13,0,7
0,6,16,4,27,13,1,8
0,6,16,4,27,13,2,23
0,6,16,4,27,13,3,4
0,6,17,4,25,11,0,44
0,6,17,4,25,11,1,52
0,6,17,4,25,11,2,10
0,6,17,4,25,11,3,9
0,6,17,4,25,12,0,4
0,6,17,4,25,12,1,58
0,6,17,4,25,12,2,15
0,6,17,4,25,12,3,10
0,6,17,4,25,13,0,18
0,6,17,4,25,13,1,38
0,6,17,4,25,13,2,47
0,6,17,4,25,13,3,76
0,6,17,4,26,11,0,8
0,6,17,4,26,11,1,59
0,6,17,4,26,11,2,74
0,6,17,4,26,11,3,63
0,6,17,4,26,12,0,108
0,6,17,4,26,12,1,142
0,6,17,4,26,12,2,20
0,6,17,4,26,12,3,3
0,6,17,4,26,13,0,2
0,6,17,4,26,13,1,39
0,6,17,4,26,13,2,129
0,6,17,4,26,13,3,29
0,6,17,4,27,11,0,94
0,6,17,4,27,11,1,53
0,6,17,4,27,11,2,32
0,6,17,4,27,11,3,26
0,6,17,4,27,12,0,135
0,6,17,4,27,12,1,113
0,6,17,4,27,12,2,87
0,6,17,4,27,12,3,105
0,6,17,4,27,13,0,68
0,6,17,4,27,13,1,160
0,6,17,4,27,13,2,111
0,6,17,4,27,13,3,74
0,6,18,4,25,11,0,4
0,6,18,4,25,11,1,21
0,6,18,4,25,11,3,8
0,6,18,4,25,12,0,12
0,6,18,4,25,12,1,5
0,6,18,4,25,12,2,1
0,6,18,4,25,12,3,12
0,6,18,4,25,13,0,19
0,6,18,4,25,13,1,13
0,6,18,4,25,13,2,67
0,6,18,4,25,13,3,31
0,6,18,4,26,11,0,1
0,6,18,4,26,11,1,51
0,6,18,4,26,11,2,33
0,6,18,4,26,11,3,34
0,6,18,4,26,12,0,15
0,6,18,4,26,12,1,29
0,6,18,4,26,12,2,2
0,6,18,4,26,13,0,12
0,6,18,4,26,13,1,18
0,6,18,4,26,13,2,20
0,6,18,4,26,13,3,10
0,6,18,4,27,11,0,58
0,6,18,4,27,11,1,31
0,6,18,4,27,11,2,22
0,6,18,4,27,11,3,24
0,6,18,4,27,12,0,37
0,6,18,4,27,12,1,69
0,6,18,4,27,12,2,39
0,6,18,4,27,12,3,60
0,6,18,4,27,13,0,38
0,6,18,4,27,13,1,13
0,6,18,4,27,13,2,72
0,6,18,4,27,13,3,40
0,6,19,4,25,11,0,30
0,6,19,4,25,11,1,17
0,6,19,4,25,11,3,5
0,6,19,4,25,12,1,4
0,6,19,4,25,12,2,25
0,6,19,4,25,12,3,43
0,6,19,4,25,13,0,3
0,6,19,4,25,13,1,70
0,6,19,4,25,13,2,37
0,6,19,4,25,13,3,48
0,6,19,4,26,11,0,6
0,6,19,4,26,11,1,40
0,6,19,4,26,11,2,33
0,6,19,4,26,11,3,33
0,6,19,4,26,12,0,57
0,6,19,4,26,12,1,51
0,6,19,4,26,12,2,1
0,6,19,4,26,12,3,1
0,6,19,4,26,13,1,18
0,6,19,4,26,13,2,44
0,6,19,4,26,13,3,76
0,6,19,4,27,11,0,215
0,6,19,4,27,11,1,86
0,6,19,4,27,11,2,3
0,6,19,4,27,11,3,17
0,6,19,4,27,12,0,50
0,6,19,4,27,12,1,39
0,6,19,4,27,12,2,65
0,6,19,4,27,12,3,56
0,6,19,4,27,13,0,32
0,6,19,4,27,13,1,85
0,6,19,4,27,13,2,114
0,6,19,4,27,13,3,50
0,6,20,4,25,11,0,1
0,6,20,4,25,11,3,12
0,6,20,4,25,12,0,3
0,6,20,4,25,12,1,1
0,6,20,4,25,12,2,1
0,6,20,4,25,12,3,1
0,6,20,4,25,13,0,1
0,6,20,4,25,13,1,7
0,6,20,4,25,13,2,12
0,6,20,4,25,13,3,2
0,6,20,4,26,11,3,6
0,6,20,4,26,12,0,2
0,6,20,4,26,12,1,10
0,6,20,4,26,13,1,5
0,6,20,4,26,13,2,1
0,6,20,4,26,13,3,1
0,6,20,4,27,11,0,17
0,6,20,4,27,11,1,7
0,6,20,4,27,11,3,1
0,6,20,4,27,12,0,2
0,6,20,4,27,12,1,5
0,6,20,4,27,12,2,3
0,6,20,4,27,12,3,1
0,6,20,4,27,13,0,1
0,6,20,4,27,13,1,18
0,6,20,4,27,13,2,19
0,6,20,4,27,13,3,13
0,6,21,4,25,11,3,2
0,7,13,4,25,13,1,4
0,7,13,4,25,13,2,4
0,7,13,4,26,11,3,1
0,7,13,4,27,11,0,12
0,7,13,4,27,11,2,1
0,7,13,4,27,12,0,1
0,7,13,4,27,12,2,1
0,7,14,4,27,11,2,3
0,7,14,4,27,11,3,2
0,7,14,4,27,12,0,2
0,7,15,4,25,12,2,1
0,7,15,4,25,13,1,2
0,7,15,4,25,13,2,1
0,7,15,4,26,11,1,1
0,7,15,4,26,11,3,2
0,7,15,4,26,12,0,1
0,7,15,4,26,13,2,1
0,7,15,4,27,11,0,6
0,7,15,4,27,11,2,4
0,7,15,4,27,11,3,1
0,7,15,4,27,13,0,1
0,7,15,4,27,13,1,13
0,7,15,4,27,13,3,1
0,7,16,4,25,11,0,17
0,7,16,4,25,11,1,29
0,7,16,4,25,11,2,20
0,7,16,4,25,11,3,12
0,7,16,4,25,12,0,23
0,7,16,4,25,12,1,30
0,7,16,4,25,12,2,31
0,7,16,4,25,12,3,57
0,7,16,4,25,13,0,22
0,7,16,4,25,13,1,27
0,7,16,4,25,13,2,45
0,7,16,4,25,13,3,30
0,7,16,4,26,11,0,17
0,7,16,4,26,11,1,46
0,7,16,4,26,11,2,16
0,7,16,4,26,11,3,45
0,7,16,4,26,12,0,46
0,7,16,4,26,12,1,48
0,7,16,4,26,12,2,25
0,7,16,4,26,12,3,13
0,7,16,4,26,13,0,7
0,7,16,4,26,13,1,43
0,7,16,4,26,13,2,29
0,7,16,4,26,13,3,26
0,7,16,4,27,11,0,40
0,7,16,4,27,11,1,61
0,7,16,4,27,11,2,36
0,7,16,4,27,11,3,32
0,7,16,4,27,12,0,78
0,7,16,4,27,12,1,45
0,7,16,4,27,12,2,44
0,7,16,4,27,12,3,82
0,7,16,4,27,13,0,84
0,7,16,4,27,13,1,79
0,7,16,4,27,13,2,80
0,7,16,4,27,13,3,59
0,7,17,4,25,11,0,42
0,7,17,4,25,11,1,12
0,7,17,4,25,11,2,3
0,7,17,4,25,11,3,13
0,7,17,4,25,12,0,7
0,7,17,4,25,12,1,22
0,7,17,4,25,12,2,69
0,7,17,4,25,12,3,60
0,7,17,4,25,13,0,12
0,7,17,4,25,13,1,31
0,7,17,4,25,13,2,59
0,7,17,4,25,13,3,80
0,7,17,4,26,11,0,17
0,7,17,4,26,11,1,20
0,7,17,4,26,11,2,30
0,7,17,4,26,11,3,70
0,7,17,4,26,12,0,46
0,7,17,4,26,12,1,46
0,7,17,4,26,12,2,8
0,7,17,4,26,12,3,1
0,7,17,4,26,13,1,30
0,7,17,4,26,13,2,47
0,7,17,4,26,13,3,26
0,7,17,4,27,11,0,112
0,7,17,4,27,11,1,67
0,7,17,4,27,11,2,36
0,7,17,4,27,11,3,14
0,7,17,4,27,12,0,141
0,7,17,4,27,12,1,45
0,7,17,4,27,12,2,34
0,7,17,4,27,12,3,97
0,7,17,4,27,13,0,25
0,7,17,4,27,13,1,58
0,7,17,4,27,13,2,50
0,7,17,4,27,13,3,24
0,7,18,4,25,11,0,16
0,7,18,4,25,11,1,30
0,7,18,4,25,11,2,1
0,7,18,4,25,11,3,5
0,7,18,4,25,12,0,1
0,7,18,4,25,12,1,20
0,7,18,4,25,12,2,19
0,7,18,4,25,12,3,21
0,7,18,4,25,13,0,11
0,7,18,4,25,13,1,14
0,7,18,4,25,13,2,41
0,7,18,4,25,13,3,39
0,7,18,4,26,11,0,9
0,7,18,4,26,11,1,23
0,7,18,4,26,11,2,33
0,7,18,4,26,11,3,64
0,7,18,4,26,12,0,33
0,7,18,4,26,12,1,37
0,7,18,4,26,13,0,1
0,7,18,4,26,13,1,21
0,7,18,4,26,13,2,14
0,7,18,4,26,13,3,7
0,7,18,4,27,11,0,100
0,7,18,4,27,11,1,42
0,7,18,4,27,11,2,24
